student_id,course_id,semester,grade,gpa,pass,Result,department_id,credits
S12243,C106,Spring,F,0.0,0,Fail,D8,2
S12020,C73,Fall,F,0.0,0,Fail,D8,2
S16294,C174,Spring,D,1.0,1,Pass,D1,5
S19387,C171,Spring,C,2.0,1,Pass,D2,2
S19174,C36,Summer,D,1.0,1,Pass,D14,3
S16531,C15,Summer,B,3.0,1,Distinction,D9,5
S10794,C27,Summer,B,3.0,1,Distinction,D10,4
S19276,C159,Fall,D,1.0,1,Pass,D17,2
S12544,C28,Summer,F,0.0,0,Fail,D20,2
S18321,C98,Fall,B,3.0,1,Distinction,D7,2
S12444,C65,Summer,F,0.0,0,Fail,D11,2
S16854,C295,Summer,C,2.0,1,Pass,D10,2
S15361,C152,Fall,A,4.0,1,Distinction,D4,3
S13687,C247,Spring,B,3.0,1,Distinction,D13,4
S12995,C240,Summer,D,1.0,1,Pass,D7,2
S10099,C145,Spring,C,2.0,1,Pass,D19,3
S17410,C232,Fall,B,3.0,1,Distinction,D3,3
S13011,C258,Summer,B,3.0,1,Distinction,D9,2
S13706,C37,Spring,A,4.0,1,Distinction,D14,5
S15977,C83,Summer,A,4.0,1,Distinction,D12,5
S13049,C71,Summer,F,0.0,0,Fail,D6,4
S15927,C206,Spring,F,0.0,0,Fail,D10,4
S18048,C169,Fall,D,1.0,1,Pass,D5,3
S10390,C75,Fall,C,2.0,1,Pass,D2,3
S19729,C27,Fall,B,3.0,1,Distinction,D10,4
S10927,C153,Fall,A,4.0,1,Distinction,D12,3
S16421,C61,Spring,D,1.0,1,Pass,D6,5
S15206,C94,Summer,F,0.0,0,Fail,D14,3
S19730,C207,Fall,A,4.0,1,Distinction,D12,3
S18233,C250,Summer,D,1.0,1,Pass,D12,4
S19406,C116,Summer,D,1.0,1,Pass,D11,2
S11714,C128,Spring,D,1.0,1,Pass,D10,3
S15509,C131,Summer,B,3.0,1,Distinction,D11,5
S10784,C175,Spring,F,0.0,0,Fail,D4,5
S19124,C180,Spring,F,0.0,0,Fail,D16,2
S15396,C222,Summer,D,1.0,1,Pass,D9,4
S18483,C163,Summer,B,3.0,1,Distinction,D1,5
S15385,C43,Summer,D,1.0,1,Pass,D12,5
S18637,C225,Summer,D,1.0,1,Pass,D4,5
S19031,C102,Fall,B,3.0,1,Distinction,D5,3
S11500,C175,Fall,F,0.0,0,Fail,D4,5
S18371,C279,Spring,C,2.0,1,Pass,D9,4
S16875,C78,Fall,B,3.0,1,Distinction,D14,4
S11129,C7,Fall,F,0.0,0,Fail,D6,2
S11628,C262,Fall,A,4.0,1,Distinction,D7,2
S19951,C234,Summer,D,1.0,1,Pass,D14,4
S14871,C59,Spring,F,0.0,0,Fail,D3,5
S18333,C59,Spring,F,0.0,0,Fail,D3,5
S15257,C195,Fall,A,4.0,1,Distinction,D19,2
S13779,C228,Spring,F,0.0,0,Fail,D13,2
S12938,C182,Summer,A,4.0,1,Distinction,D1,2
S15959,C202,Spring,D,1.0,1,Pass,D5,2
S18830,C235,Summer,C,2.0,1,Pass,D15,4
S18899,C272,Summer,C,2.0,1,Pass,D9,5
S14318,C212,Summer,D,1.0,1,Pass,D4,2
S10192,C296,Fall,B,3.0,1,Distinction,D19,3
S10179,C158,Fall,C,2.0,1,Pass,D13,3
S12543,C295,Spring,D,1.0,1,Pass,D10,2
S11096,C259,Summer,A,4.0,1,Distinction,D19,5
S12079,C111,Fall,A,4.0,1,Distinction,D16,5
S13101,C110,Spring,C,2.0,1,Pass,D13,4
S18608,C166,Fall,B,3.0,1,Distinction,D16,5
S11809,C132,Spring,F,0.0,0,Fail,D17,5
S12450,C264,Summer,A,4.0,1,Distinction,D8,4
S12673,C175,Spring,C,2.0,1,Pass,D4,5
S16726,C258,Spring,D,1.0,1,Pass,D9,2
S11522,C159,Spring,A,4.0,1,Distinction,D17,2
S18376,C221,Fall,A,4.0,1,Distinction,D19,5
S17846,C105,Spring,B,3.0,1,Distinction,D11,4
S12525,C180,Fall,B,3.0,1,Distinction,D16,2
S16276,C272,Fall,F,0.0,0,Fail,D9,5
S11583,C191,Fall,A,4.0,1,Distinction,D4,3
S14181,C277,Summer,D,1.0,1,Pass,D19,3
S12840,C166,Fall,D,1.0,1,Pass,D16,5
S15339,C78,Summer,A,4.0,1,Distinction,D14,4
S18629,C83,Fall,D,1.0,1,Pass,D12,5
S12581,C83,Fall,D,1.0,1,Pass,D12,5
S14385,C284,Spring,C,2.0,1,Pass,D16,3
S16841,C107,Summer,C,2.0,1,Pass,D5,5
S10045,C151,Spring,B,3.0,1,Distinction,D14,3
S11593,C94,Spring,B,3.0,1,Distinction,D14,3
S12523,C262,Fall,F,0.0,0,Fail,D7,2
S19050,C66,Spring,B,3.0,1,Distinction,D19,2
S10087,C221,Summer,B,3.0,1,Distinction,D19,5
S13504,C249,Fall,F,0.0,0,Fail,D6,2
S15434,C163,Spring,D,1.0,1,Pass,D1,5
S14584,C125,Spring,D,1.0,1,Pass,D11,5
S14771,C215,Fall,F,0.0,0,Fail,D19,2
S14384,C101,Spring,B,3.0,1,Distinction,D14,2
S10648,C239,Spring,B,3.0,1,Distinction,D8,5
S11255,C292,Summer,A,4.0,1,Distinction,D4,2
S11009,C277,Fall,F,0.0,0,Fail,D19,3
S14785,C43,Fall,C,2.0,1,Pass,D12,5
S12386,C84,Spring,B,3.0,1,Distinction,D8,3
S16676,C196,Spring,A,4.0,1,Distinction,D10,2
S17163,C99,Summer,F,0.0,0,Fail,D18,4
S19049,C215,Fall,F,0.0,0,Fail,D19,2
S10776,C290,Summer,A,4.0,1,Distinction,D18,3
S15471,C88,Fall,F,0.0,0,Fail,D12,2
S17998,C186,Summer,C,2.0,1,Pass,D9,5
S15808,C178,Fall,C,2.0,1,Pass,D20,2
S15273,C26,Summer,C,2.0,1,Pass,D10,2
S12743,C73,Fall,C,2.0,1,Pass,D8,2
S12837,C281,Fall,C,2.0,1,Pass,D2,2
S14721,C87,Spring,F,0.0,0,Fail,D19,4
S11085,C171,Summer,B,3.0,1,Distinction,D2,2
S16675,C43,Summer,C,2.0,1,Pass,D12,5
S14855,C27,Summer,A,4.0,1,Distinction,D10,4
S18494,C165,Spring,F,0.0,0,Fail,D1,4
S17435,C40,Spring,B,3.0,1,Distinction,D6,2
S17745,C166,Spring,A,4.0,1,Distinction,D16,5
S16971,C54,Summer,A,4.0,1,Distinction,D20,2
S12258,C175,Spring,B,3.0,1,Distinction,D4,5
S10715,C109,Spring,D,1.0,1,Pass,D7,5
S14770,C1,Summer,B,3.0,1,Distinction,D19,4
S13825,C173,Fall,C,2.0,1,Pass,D6,4
S19612,C87,Fall,B,3.0,1,Distinction,D19,4
S18835,C87,Summer,D,1.0,1,Pass,D19,4
S14743,C184,Spring,A,4.0,1,Distinction,D5,4
S12324,C286,Fall,C,2.0,1,Pass,D7,3
S19882,C103,Summer,C,2.0,1,Pass,D19,3
S15970,C27,Summer,F,0.0,0,Fail,D10,4
S13629,C177,Spring,A,4.0,1,Distinction,D18,3
S10661,C196,Summer,B,3.0,1,Distinction,D10,2
S12687,C108,Spring,B,3.0,1,Distinction,D10,4
S12885,C117,Summer,C,2.0,1,Pass,D16,5
S14755,C238,Fall,D,1.0,1,Pass,D18,2
S18822,C96,Fall,C,2.0,1,Pass,D8,4
S14432,C115,Summer,D,1.0,1,Pass,D4,2
S11606,C194,Fall,A,4.0,1,Distinction,D7,2
S18727,C145,Summer,C,2.0,1,Pass,D19,3
S17098,C158,Summer,C,2.0,1,Pass,D13,3
S14805,C199,Summer,A,4.0,1,Distinction,D6,2
S13697,C237,Summer,D,1.0,1,Pass,D14,3
S10947,C53,Fall,F,0.0,0,Fail,D6,3
S15939,C125,Fall,D,1.0,1,Pass,D11,5
S17871,C212,Fall,D,1.0,1,Pass,D4,2
S16222,C139,Fall,A,4.0,1,Distinction,D13,4
S12648,C260,Summer,B,3.0,1,Distinction,D2,5
S15488,C72,Summer,B,3.0,1,Distinction,D12,3
S15009,C245,Summer,C,2.0,1,Pass,D2,3
S14650,C26,Summer,D,1.0,1,Pass,D10,2
S10966,C129,Summer,D,1.0,1,Pass,D14,3
S13754,C42,Fall,F,0.0,0,Fail,D19,3
S10122,C28,Spring,D,1.0,1,Pass,D20,2
S18110,C13,Fall,A,4.0,1,Distinction,D8,4
S19797,C83,Spring,D,1.0,1,Pass,D12,5
S11122,C78,Summer,D,1.0,1,Pass,D14,4
S15905,C74,Spring,F,0.0,0,Fail,D17,3
S17309,C230,Spring,D,1.0,1,Pass,D19,5
S18099,C175,Summer,A,4.0,1,Distinction,D4,5
S12491,C18,Fall,D,1.0,1,Pass,D10,2
S11882,C43,Summer,B,3.0,1,Distinction,D12,5
S19083,C176,Fall,D,1.0,1,Pass,D9,4
S13839,C281,Fall,F,0.0,0,Fail,D2,2
S19789,C254,Spring,A,4.0,1,Distinction,D13,2
S12367,C4,Fall,A,4.0,1,Distinction,D8,4
S13280,C127,Fall,D,1.0,1,Pass,D7,4
S19768,C256,Fall,B,3.0,1,Distinction,D19,4
S19768,C14,Summer,D,1.0,1,Pass,D20,2
S10227,C188,Fall,B,3.0,1,Distinction,D7,5
S18227,C160,Spring,C,2.0,1,Pass,D7,4
S11872,C261,Summer,A,4.0,1,Distinction,D3,5
S18544,C286,Fall,D,1.0,1,Pass,D7,3
S14862,C120,Spring,C,2.0,1,Pass,D15,3
S14772,C222,Spring,A,4.0,1,Distinction,D9,4
S12714,C53,Spring,D,1.0,1,Pass,D6,3
S13667,C273,Spring,F,0.0,0,Fail,D18,3
S18110,C239,Summer,A,4.0,1,Distinction,D8,5
S17585,C161,Spring,C,2.0,1,Pass,D15,4
S14711,C227,Spring,C,2.0,1,Pass,D14,5
S19629,C179,Spring,C,2.0,1,Pass,D14,3
S14227,C3,Spring,C,2.0,1,Pass,D7,5
S19881,C116,Summer,A,4.0,1,Distinction,D11,2
S10956,C121,Fall,C,2.0,1,Pass,D14,5
S16663,C265,Summer,A,4.0,1,Distinction,D9,2
S18947,C145,Fall,C,2.0,1,Pass,D19,3
S18076,C294,Summer,D,1.0,1,Pass,D1,2
S19728,C219,Spring,D,1.0,1,Pass,D7,5
S12996,C125,Fall,A,4.0,1,Distinction,D11,5
S17795,C236,Fall,D,1.0,1,Pass,D1,3
S17117,C31,Fall,C,2.0,1,Pass,D1,4
S18810,C37,Summer,F,0.0,0,Fail,D14,5
S19801,C109,Spring,C,2.0,1,Pass,D7,5
S13971,C270,Summer,C,2.0,1,Pass,D16,2
S13968,C58,Fall,D,1.0,1,Pass,D13,5
S16287,C73,Spring,F,0.0,0,Fail,D8,2
S18173,C25,Summer,C,2.0,1,Pass,D13,5
S17002,C63,Spring,F,0.0,0,Fail,D13,5
S14890,C110,Spring,C,2.0,1,Pass,D13,4
S10468,C55,Spring,F,0.0,0,Fail,D16,3
S10552,C44,Spring,B,3.0,1,Distinction,D8,4
S14964,C183,Spring,C,2.0,1,Pass,D18,4
S10812,C164,Spring,A,4.0,1,Distinction,D8,2
S18367,C127,Summer,B,3.0,1,Distinction,D7,4
S18525,C250,Fall,B,3.0,1,Distinction,D12,4
S10561,C89,Fall,C,2.0,1,Pass,D6,2
S13183,C20,Summer,D,1.0,1,Pass,D5,2
S14450,C179,Summer,D,1.0,1,Pass,D14,3
S15120,C1,Summer,C,2.0,1,Pass,D19,4
S12227,C228,Summer,B,3.0,1,Distinction,D13,2
S11605,C182,Summer,D,1.0,1,Pass,D1,2
S15640,C4,Spring,D,1.0,1,Pass,D8,4
S19554,C121,Fall,D,1.0,1,Pass,D14,5
S11387,C159,Fall,A,4.0,1,Distinction,D17,2
S15739,C146,Fall,F,0.0,0,Fail,D8,4
S11993,C93,Summer,B,3.0,1,Distinction,D13,4
S19576,C83,Spring,B,3.0,1,Distinction,D12,5
S17979,C143,Fall,F,0.0,0,Fail,D19,4
S18903,C294,Summer,A,4.0,1,Distinction,D1,2
S17990,C247,Spring,D,1.0,1,Pass,D13,4
S12382,C278,Fall,D,1.0,1,Pass,D18,3
S11667,C124,Fall,B,3.0,1,Distinction,D8,4
S11295,C241,Fall,F,0.0,0,Fail,D11,2
S16771,C283,Fall,A,4.0,1,Distinction,D14,3
S17344,C169,Summer,B,3.0,1,Distinction,D5,3
S18663,C144,Spring,F,0.0,0,Fail,D16,2
S16446,C99,Summer,F,0.0,0,Fail,D18,4
S11736,C90,Spring,A,4.0,1,Distinction,D10,5
S19692,C77,Spring,A,4.0,1,Distinction,D14,3
S15032,C44,Summer,F,0.0,0,Fail,D8,4
S14703,C141,Summer,B,3.0,1,Distinction,D5,3
S10379,C81,Spring,D,1.0,1,Pass,D9,3
S14669,C60,Spring,C,2.0,1,Pass,D11,2
S16826,C84,Spring,D,1.0,1,Pass,D8,3
S11797,C234,Fall,F,0.0,0,Fail,D14,4
S13624,C66,Fall,A,4.0,1,Distinction,D19,2
S15504,C285,Summer,B,3.0,1,Distinction,D20,3
S15038,C156,Summer,D,1.0,1,Pass,D3,5
S19267,C213,Fall,B,3.0,1,Distinction,D15,2
S16801,C1,Summer,D,1.0,1,Pass,D19,4
S18724,C125,Summer,F,0.0,0,Fail,D11,5
S14768,C150,Fall,A,4.0,1,Distinction,D3,5
S11254,C174,Fall,B,3.0,1,Distinction,D1,5
S10505,C272,Summer,A,4.0,1,Distinction,D9,5
S11731,C85,Fall,D,1.0,1,Pass,D8,5
S13725,C239,Summer,B,3.0,1,Distinction,D8,5
S14168,C100,Fall,B,3.0,1,Distinction,D19,4
S19432,C202,Spring,B,3.0,1,Distinction,D5,2
S17145,C94,Spring,D,1.0,1,Pass,D14,3
S14402,C74,Summer,C,2.0,1,Pass,D17,3
S11733,C205,Fall,D,1.0,1,Pass,D13,2
S15026,C222,Fall,F,0.0,0,Fail,D9,4
S12022,C131,Summer,D,1.0,1,Pass,D11,5
S18847,C13,Summer,F,0.0,0,Fail,D8,4
S15059,C233,Spring,D,1.0,1,Pass,D20,2
S19460,C253,Fall,D,1.0,1,Pass,D4,4
S15805,C298,Fall,F,0.0,0,Fail,D3,4
S10491,C106,Summer,B,3.0,1,Distinction,D8,2
S11721,C226,Spring,D,1.0,1,Pass,D6,2
S13225,C154,Fall,C,2.0,1,Pass,D8,2
S13831,C43,Summer,B,3.0,1,Distinction,D12,5
S16001,C299,Fall,F,0.0,0,Fail,D1,3
S10175,C155,Summer,F,0.0,0,Fail,D17,4
S13375,C219,Fall,A,4.0,1,Distinction,D7,5
S15551,C299,Summer,D,1.0,1,Pass,D1,3
S16320,C225,Fall,D,1.0,1,Pass,D4,5
S19475,C166,Spring,B,3.0,1,Distinction,D16,5
S19494,C30,Spring,D,1.0,1,Pass,D14,4
S13867,C125,Fall,F,0.0,0,Fail,D11,5
S12410,C243,Summer,F,0.0,0,Fail,D20,3
S14510,C11,Summer,F,0.0,0,Fail,D7,2
S13773,C10,Fall,F,0.0,0,Fail,D4,4
S17394,C179,Fall,B,3.0,1,Distinction,D14,3
S15562,C259,Summer,F,0.0,0,Fail,D19,5
S13339,C33,Fall,B,3.0,1,Distinction,D9,5
S12524,C229,Spring,F,0.0,0,Fail,D10,3
S19122,C217,Spring,A,4.0,1,Distinction,D10,2
S10611,C244,Spring,A,4.0,1,Distinction,D4,2
S14092,C28,Spring,C,2.0,1,Pass,D20,2
S14212,C26,Fall,B,3.0,1,Distinction,D10,2
S18366,C164,Spring,D,1.0,1,Pass,D8,2
S10205,C2,Spring,F,0.0,0,Fail,D4,5
S19014,C190,Summer,A,4.0,1,Distinction,D5,2
S18260,C269,Fall,C,2.0,1,Pass,D14,2
S11118,C196,Summer,D,1.0,1,Pass,D10,2
S10860,C284,Summer,C,2.0,1,Pass,D16,3
S10195,C91,Spring,D,1.0,1,Pass,D15,5
S17320,C246,Spring,C,2.0,1,Pass,D4,5
S11663,C241,Summer,B,3.0,1,Distinction,D11,2
S10337,C153,Summer,D,1.0,1,Pass,D12,3
S10535,C67,Summer,F,0.0,0,Fail,D3,3
S16408,C122,Fall,F,0.0,0,Fail,D7,3
S14737,C204,Summer,B,3.0,1,Distinction,D6,2
S12118,C228,Fall,B,3.0,1,Distinction,D13,2
S13099,C76,Fall,B,3.0,1,Distinction,D20,3
S10392,C60,Summer,C,2.0,1,Pass,D11,2
S17606,C209,Summer,C,2.0,1,Pass,D7,5
S11830,C172,Fall,C,2.0,1,Pass,D16,2
S14350,C207,Fall,F,0.0,0,Fail,D12,3
S16337,C236,Fall,D,1.0,1,Pass,D1,3
S12658,C46,Summer,D,1.0,1,Pass,D15,3
S12387,C5,Fall,F,0.0,0,Fail,D6,5
S11471,C99,Spring,B,3.0,1,Distinction,D18,4
S16399,C161,Fall,B,3.0,1,Distinction,D15,4
S15711,C218,Spring,B,3.0,1,Distinction,D1,2
S18171,C297,Fall,C,2.0,1,Pass,D19,4
S15077,C300,Spring,A,4.0,1,Distinction,D2,3
S15319,C38,Summer,A,4.0,1,Distinction,D7,5
S14443,C171,Fall,B,3.0,1,Distinction,D2,2
S11829,C158,Fall,A,4.0,1,Distinction,D13,3
S11248,C3,Fall,F,0.0,0,Fail,D7,5
S13222,C108,Spring,C,2.0,1,Pass,D10,4
S12176,C247,Fall,A,4.0,1,Distinction,D13,4
S16347,C283,Spring,B,3.0,1,Distinction,D14,3
S14974,C53,Fall,A,4.0,1,Distinction,D6,3
S15686,C183,Fall,A,4.0,1,Distinction,D18,4
S14157,C140,Summer,B,3.0,1,Distinction,D18,2
S10913,C11,Summer,D,1.0,1,Pass,D7,2
S10825,C209,Spring,F,0.0,0,Fail,D7,5
S11725,C143,Spring,F,0.0,0,Fail,D19,4
S16939,C290,Fall,D,1.0,1,Pass,D18,3
S16124,C210,Summer,A,4.0,1,Distinction,D7,5
S16540,C291,Summer,A,4.0,1,Distinction,D3,2
S17185,C58,Summer,C,2.0,1,Pass,D13,5
S10664,C51,Spring,A,4.0,1,Distinction,D18,2
S17074,C259,Summer,C,2.0,1,Pass,D19,5
S16784,C269,Fall,A,4.0,1,Distinction,D14,2
S18093,C131,Fall,B,3.0,1,Distinction,D11,5
S14069,C283,Fall,A,4.0,1,Distinction,D14,3
S12767,C273,Summer,F,0.0,0,Fail,D18,3
S19506,C81,Summer,D,1.0,1,Pass,D9,3
S18158,C149,Summer,A,4.0,1,Distinction,D18,5
S18376,C39,Summer,B,3.0,1,Distinction,D9,4
S12836,C136,Spring,F,0.0,0,Fail,D1,2
S16859,C213,Fall,D,1.0,1,Pass,D15,2
S12353,C215,Spring,B,3.0,1,Distinction,D19,2
S13446,C289,Spring,C,2.0,1,Pass,D9,5
S17974,C72,Fall,B,3.0,1,Distinction,D12,3
S19223,C22,Fall,F,0.0,0,Fail,D10,3
S14562,C145,Summer,A,4.0,1,Distinction,D19,3
S19411,C277,Fall,A,4.0,1,Distinction,D19,3
S11671,C109,Fall,A,4.0,1,Distinction,D7,5
S12283,C207,Fall,A,4.0,1,Distinction,D12,3
S11186,C74,Fall,D,1.0,1,Pass,D17,3
S19309,C133,Summer,D,1.0,1,Pass,D14,4
S11995,C90,Spring,A,4.0,1,Distinction,D10,5
S11212,C238,Fall,D,1.0,1,Pass,D18,2
S17182,C252,Spring,D,1.0,1,Pass,D1,3
S12533,C121,Fall,D,1.0,1,Pass,D14,5
S14359,C35,Spring,F,0.0,0,Fail,D17,4
S16080,C290,Spring,A,4.0,1,Distinction,D18,3
S19015,C131,Spring,B,3.0,1,Distinction,D11,5
S14266,C111,Fall,B,3.0,1,Distinction,D16,5
S18264,C54,Fall,D,1.0,1,Pass,D20,2
S12018,C65,Summer,B,3.0,1,Distinction,D11,2
S15837,C41,Summer,B,3.0,1,Distinction,D2,3
S17370,C68,Fall,F,0.0,0,Fail,D9,4
S19690,C276,Fall,B,3.0,1,Distinction,D2,3
S18139,C168,Spring,B,3.0,1,Distinction,D16,3
S18549,C137,Spring,F,0.0,0,Fail,D14,2
S13592,C10,Summer,D,1.0,1,Pass,D4,4
S15453,C22,Summer,B,3.0,1,Distinction,D10,3
S11153,C49,Spring,A,4.0,1,Distinction,D9,5
S12548,C227,Fall,B,3.0,1,Distinction,D14,5
S14551,C48,Summer,D,1.0,1,Pass,D8,3
S15967,C238,Spring,D,1.0,1,Pass,D18,2
S18184,C120,Spring,D,1.0,1,Pass,D15,3
S16001,C245,Summer,F,0.0,0,Fail,D2,3
S19104,C95,Spring,C,2.0,1,Pass,D11,4
S10945,C111,Summer,C,2.0,1,Pass,D16,5
S19566,C75,Fall,D,1.0,1,Pass,D2,3
S15382,C43,Summer,C,2.0,1,Pass,D12,5
S19064,C46,Spring,D,1.0,1,Pass,D15,3
S13202,C292,Summer,A,4.0,1,Distinction,D4,2
S18002,C51,Summer,B,3.0,1,Distinction,D18,2
S13176,C128,Fall,F,0.0,0,Fail,D10,3
S12156,C112,Fall,B,3.0,1,Distinction,D19,4
S10050,C67,Spring,C,2.0,1,Pass,D3,3
S10753,C246,Fall,A,4.0,1,Distinction,D4,5
S11521,C214,Spring,A,4.0,1,Distinction,D5,5
S13747,C261,Spring,B,3.0,1,Distinction,D3,5
S10599,C109,Fall,C,2.0,1,Pass,D7,5
S17243,C241,Summer,D,1.0,1,Pass,D11,2
S17228,C287,Spring,A,4.0,1,Distinction,D2,2
S11887,C252,Spring,A,4.0,1,Distinction,D1,3
S16294,C200,Fall,A,4.0,1,Distinction,D11,4
S10636,C194,Fall,C,2.0,1,Pass,D7,2
S18116,C164,Summer,D,1.0,1,Pass,D8,2
S16789,C55,Summer,C,2.0,1,Pass,D16,3
S10745,C199,Spring,C,2.0,1,Pass,D6,2
S17130,C281,Fall,F,0.0,0,Fail,D2,2
S18422,C244,Fall,C,2.0,1,Pass,D4,2
S11373,C130,Fall,C,2.0,1,Pass,D18,5
S15768,C22,Fall,D,1.0,1,Pass,D10,3
S14413,C30,Summer,D,1.0,1,Pass,D14,4
S15105,C276,Spring,B,3.0,1,Distinction,D2,3
S16221,C159,Spring,A,4.0,1,Distinction,D17,2
S17493,C277,Spring,C,2.0,1,Pass,D19,3
S11861,C164,Spring,D,1.0,1,Pass,D8,2
S16713,C32,Summer,B,3.0,1,Distinction,D6,5
S16904,C264,Fall,A,4.0,1,Distinction,D8,4
S19640,C113,Fall,C,2.0,1,Pass,D5,3
S13509,C99,Summer,B,3.0,1,Distinction,D18,4
S11643,C193,Fall,F,0.0,0,Fail,D13,4
S11239,C225,Summer,B,3.0,1,Distinction,D4,5
S11214,C2,Summer,B,3.0,1,Distinction,D4,5
S16902,C140,Summer,F,0.0,0,Fail,D18,2
S13056,C232,Summer,A,4.0,1,Distinction,D3,3
S18646,C248,Spring,A,4.0,1,Distinction,D4,4
S14856,C268,Summer,B,3.0,1,Distinction,D16,3
S14308,C249,Fall,A,4.0,1,Distinction,D6,2
S14064,C62,Spring,B,3.0,1,Distinction,D13,5
S18146,C283,Spring,B,3.0,1,Distinction,D14,3
S17098,C69,Spring,F,0.0,0,Fail,D16,5
S13764,C182,Spring,B,3.0,1,Distinction,D1,2
S11463,C2,Spring,A,4.0,1,Distinction,D4,5
S13889,C92,Spring,A,4.0,1,Distinction,D9,2
S17816,C277,Spring,B,3.0,1,Distinction,D19,3
S11817,C91,Summer,D,1.0,1,Pass,D15,5
S13900,C185,Spring,F,0.0,0,Fail,D13,3
S16910,C197,Fall,D,1.0,1,Pass,D15,5
S18744,C54,Fall,F,0.0,0,Fail,D20,2
S17223,C215,Summer,C,2.0,1,Pass,D19,2
S10800,C144,Summer,B,3.0,1,Distinction,D16,2
S14502,C12,Spring,A,4.0,1,Distinction,D6,5
S16823,C174,Fall,F,0.0,0,Fail,D1,5
S16872,C260,Summer,F,0.0,0,Fail,D2,5
S16235,C131,Summer,B,3.0,1,Distinction,D11,5
S15268,C64,Spring,B,3.0,1,Distinction,D12,5
S19126,C272,Spring,F,0.0,0,Fail,D9,5
S13082,C108,Spring,D,1.0,1,Pass,D10,4
S16865,C34,Fall,A,4.0,1,Distinction,D19,2
S16751,C139,Summer,A,4.0,1,Distinction,D13,4
S10408,C61,Spring,D,1.0,1,Pass,D6,5
S17535,C80,Spring,C,2.0,1,Pass,D4,2
S18963,C168,Fall,C,2.0,1,Pass,D16,3
S16156,C188,Fall,C,2.0,1,Pass,D7,5
S16996,C97,Spring,B,3.0,1,Distinction,D11,5
S12180,C207,Fall,F,0.0,0,Fail,D12,3
S13292,C75,Spring,A,4.0,1,Distinction,D2,3
S16725,C149,Fall,F,0.0,0,Fail,D18,5
S15392,C190,Spring,A,4.0,1,Distinction,D5,2
S11518,C105,Summer,F,0.0,0,Fail,D11,4
S13337,C154,Spring,C,2.0,1,Pass,D8,2
S13097,C47,Spring,D,1.0,1,Pass,D16,2
S10307,C192,Spring,C,2.0,1,Pass,D10,2
S11212,C61,Fall,F,0.0,0,Fail,D6,5
S18865,C195,Fall,A,4.0,1,Distinction,D19,2
S16022,C198,Spring,C,2.0,1,Pass,D13,3
S10918,C78,Spring,F,0.0,0,Fail,D14,4
S13336,C196,Spring,F,0.0,0,Fail,D10,2
S17163,C142,Summer,F,0.0,0,Fail,D10,4
S13113,C104,Spring,A,4.0,1,Distinction,D18,3
S13375,C239,Fall,D,1.0,1,Pass,D8,5
S10084,C176,Summer,D,1.0,1,Pass,D9,4
S17215,C159,Spring,F,0.0,0,Fail,D17,2
S14266,C186,Summer,F,0.0,0,Fail,D9,5
S19787,C247,Spring,D,1.0,1,Pass,D13,4
S18808,C25,Summer,F,0.0,0,Fail,D13,5
S17970,C99,Fall,D,1.0,1,Pass,D18,4
S18901,C160,Summer,B,3.0,1,Distinction,D7,4
S18844,C95,Fall,F,0.0,0,Fail,D11,4
S13359,C148,Fall,D,1.0,1,Pass,D20,4
S17114,C187,Spring,A,4.0,1,Distinction,D19,5
S13068,C81,Spring,D,1.0,1,Pass,D9,3
S15943,C61,Summer,F,0.0,0,Fail,D6,5
S16966,C122,Fall,D,1.0,1,Pass,D7,3
S10200,C13,Summer,D,1.0,1,Pass,D8,4
S13237,C216,Spring,A,4.0,1,Distinction,D19,5
S17496,C221,Fall,D,1.0,1,Pass,D19,5
S12247,C228,Fall,B,3.0,1,Distinction,D13,2
S18276,C125,Spring,F,0.0,0,Fail,D11,5
S12846,C20,Summer,D,1.0,1,Pass,D5,2
S15970,C28,Spring,F,0.0,0,Fail,D20,2
S14367,C275,Summer,D,1.0,1,Pass,D10,3
S17692,C56,Spring,C,2.0,1,Pass,D8,5
S18065,C50,Spring,F,0.0,0,Fail,D19,4
S11758,C216,Summer,F,0.0,0,Fail,D19,5
S11052,C6,Summer,D,1.0,1,Pass,D12,3
S10855,C155,Summer,B,3.0,1,Distinction,D17,4
S10941,C224,Spring,C,2.0,1,Pass,D3,4
S14019,C269,Spring,B,3.0,1,Distinction,D14,2
S15769,C254,Spring,F,0.0,0,Fail,D13,2
S11263,C170,Spring,A,4.0,1,Distinction,D13,4
S14505,C154,Summer,F,0.0,0,Fail,D8,2
S10911,C240,Fall,A,4.0,1,Distinction,D7,2
S10088,C208,Summer,D,1.0,1,Pass,D13,5
S16217,C6,Fall,F,0.0,0,Fail,D12,3
S13798,C2,Spring,B,3.0,1,Distinction,D4,5
S14219,C218,Spring,B,3.0,1,Distinction,D1,2
S11946,C102,Summer,F,0.0,0,Fail,D5,3
S16396,C90,Summer,A,4.0,1,Distinction,D10,5
S15126,C265,Summer,B,3.0,1,Distinction,D9,2
S19931,C92,Summer,A,4.0,1,Distinction,D9,2
S13859,C198,Fall,F,0.0,0,Fail,D13,3
S15011,C16,Summer,D,1.0,1,Pass,D11,2
S17709,C215,Fall,F,0.0,0,Fail,D19,2
S10850,C20,Summer,B,3.0,1,Distinction,D5,2
S15539,C207,Summer,B,3.0,1,Distinction,D12,3
S10545,C277,Spring,A,4.0,1,Distinction,D19,3
