student_id,Overall_GPA,Internal_Marks,Attendance_Pct,Attendance_Level,Course_Load,Faculty_Interaction,Courses_Enrolled,Pass_Rate,Academic_Result,Student_Segment,Dropout_Risk,Dropout_Risk_Score,GPA_Tier
S15359,1.5,37.5,100.0,High (>75%),18.0,5.0,5.0,1.0,Fail,Average Performers,Low Risk,0.0074,Pass (1-2)
S15360,2.0,50.0,25.0,Low (<50%),14.0,4.0,4.0,0.8333333333333334,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S15361,2.875,71.88,0.0,Low (<50%),8.0,2.0,2.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S15362,4.0,100.0,100.0,High (>75%),16.0,4.0,4.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S15363,2.6666666666666665,66.67,100.0,High (>75%),22.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S15364,0.5,12.5,66.67,,11.0,4.0,4.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S15365,1.5,37.5,50.0,Medium (50-75%),7.0,3.0,3.0,0.5,Fail,At-Risk Students,Low Risk,0.0135,Pass (1-2)
S15366,1.6666666666666667,41.67,40.0,Low (<50%),16.0,5.0,5.0,0.8888888888888888,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S15367,1.0,25.0,66.67,Medium (50-75%),12.0,3.0,3.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S15368,2.2,55.0,33.33,Low (<50%),39.0,9.0,9.0,0.6,Pass,Average Performers,High Risk,1.0,Good (2-3)
S15369,2.25,56.25,50.0,Medium (50-75%),26.0,6.0,6.0,0.75,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S15370,2.1666666666666665,54.17,0.0,Low (<50%),21.0,6.0,6.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S15371,1.6666666666666667,41.67,100.0,High (>75%),13.0,2.0,2.0,0.6666666666666666,Pass,At-Risk Students,Low Risk,0.0,Pass (1-2)
S15372,2.6666666666666665,66.67,100.0,High (>75%),8.0,2.0,2.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S15373,2.0,50.0,100.0,High (>75%),9.0,2.0,2.0,0.8571428571428571,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S15374,1.0,25.0,50.0,Medium (50-75%),11.0,3.0,3.0,1.0,Fail,Struggling Students,High Risk,1.0,Failing (0-1)
S15375,2.3333333333333335,58.33,50.0,Medium (50-75%),8.0,2.0,2.0,0.6666666666666666,Pass,Struggling Students,Low Risk,0.0,Good (2-3)
S15376,1.4,35.0,100.0,High (>75%),15.0,5.0,5.0,0.6,Fail,At-Risk Students,High Risk,0.9982,Pass (1-2)
S15377,1.2,30.0,75.0,High (>75%),16.0,4.0,4.0,0.4,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S15378,1.8571428571428572,46.43,50.0,Medium (50-75%),21.0,5.0,5.0,0.8571428571428571,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S15379,2.0,50.0,50.0,Medium (50-75%),11.0,4.0,4.0,0.5,Pass,At-Risk Students,Low Risk,0.0,Pass (1-2)
S15380,2.0,50.0,66.67,Medium (50-75%),13.0,4.0,4.0,0.5,Pass,At-Risk Students,Low Risk,0.0,Pass (1-2)
S15381,1.6666666666666667,41.67,100.0,High (>75%),12.0,4.0,4.0,0.6666666666666666,Pass,At-Risk Students,Low Risk,0.0,Pass (1-2)
S15382,1.4,35.0,33.33,Low (<50%),10.0,3.0,3.0,0.8,Fail,Struggling Students,High Risk,1.0,Pass (1-2)
S15383,1.5,37.5,50.0,Medium (50-75%),15.0,4.0,4.0,1.0,Fail,Struggling Students,Low Risk,0.0064,Pass (1-2)
S15384,2.1666666666666665,54.17,100.0,High (>75%),5.0,2.0,2.0,0.8333333333333334,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S15385,1.75,43.75,28.57,Low (<50%),14.0,3.0,3.0,0.75,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S15386,0.75,18.75,100.0,High (>75%),9.0,3.0,3.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S15387,2.0,50.0,60.0,Medium (50-75%),14.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S15388,2.0,50.0,66.67,Medium (50-75%),13.0,4.0,,0.8,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S15389,2.3333333333333335,58.33,85.71,High (>75%),13.0,4.0,4.0,0.8333333333333334,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S15390,1.25,31.25,66.67,Medium (50-75%),3.0,1.0,1.0,0.625,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S15391,3.0,75.0,100.0,High (>75%),4.0,2.0,2.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S15392,2.0,50.0,100.0,High (>75%),13.0,4.0,,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S15393,2.5,62.5,0.0,Low (<50%),7.0,2.0,2.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S15394,2.0,50.0,66.67,Medium (50-75%),19.0,5.0,5.0,0.6666666666666666,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S15395,2.0,50.0,50.0,Medium (50-75%),28.0,7.0,7.0,0.6666666666666666,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S15396,0.3333333333333333,8.33,66.67,Medium (50-75%),17.0,4.0,4.0,0.3333333333333333,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S15397,2.0,50.0,60.0,Medium (50-75%),16.0,5.0,5.0,0.8,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S15398,2.0,50.0,50.0,Medium (50-75%),17.0,5.0,5.0,0.8,Pass,Struggling Students,Low Risk,0.0,Pass (1-2)
S15399,4.0,100.0,100.0,High (>75%),10.0,3.0,3.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S15400,1.75,43.75,0.0,Low (<50%),21.0,5.0,5.0,0.5,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S15401,0.75,18.75,50.0,Medium (50-75%),10.0,3.0,3.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S15402,2.0,50.0,50.0,Medium (50-75%),35.0,11.0,11.0,1.0,Pass,Average Performers,Low Risk,0.0001,Pass (1-2)
S15403,1.6,40.0,66.67,,6.0,2.0,2.0,0.6,Pass,At-Risk Students,Low Risk,0.0001,Pass (1-2)
S15404,2.0,50.0,100.0,High (>75%),14.0,4.0,4.0,0.8571428571428571,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S15405,2.5,62.5,100.0,High (>75%),13.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S15406,2.0,50.0,50.0,Medium (50-75%),14.0,5.0,5.0,1.0,Pass,Struggling Students,Low Risk,0.0001,Pass (1-2)
S15407,2.0,50.0,66.67,,14.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S15408,3.0,75.0,40.0,Low (<50%),16.0,4.0,4.0,1.0,Distinction,Struggling Students,High Risk,1.0,Good (2-3)
S15409,1.6,40.0,0.0,Low (<50%),19.0,5.0,5.0,0.8,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S15410,1.0,25.0,20.0,Low (<50%),10.0,3.0,3.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S15411,2.0,50.0,100.0,High (>75%),25.0,6.0,6.0,0.8571428571428571,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S15412,2.3333333333333335,58.33,100.0,High (>75%),13.0,4.0,4.0,0.8333333333333334,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S15413,2.6666666666666665,66.67,100.0,High (>75%),9.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S15414,2.0,50.0,50.0,Medium (50-75%),23.0,8.0,8.0,0.8571428571428571,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S15415,1.25,31.25,66.67,,26.0,7.0,7.0,0.5,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S15416,2.25,56.25,50.0,Medium (50-75%),10.0,3.0,3.0,0.75,Pass,Struggling Students,Low Risk,0.0,Good (2-3)
S15417,0.0,0.0,33.33,Low (<50%),12.0,3.0,3.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S15418,1.25,31.25,50.0,Medium (50-75%),16.0,5.0,5.0,0.75,Fail,Struggling Students,High Risk,1.0,Pass (1-2)
S15419,2.5,62.5,0.0,Low (<50%),10.0,3.0,3.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S15420,1.5,37.5,33.33,Low (<50%),16.0,4.0,5.0,0.75,Fail,Struggling Students,High Risk,1.0,Pass (1-2)
S15421,2.0,50.0,0.0,Low (<50%),16.0,4.0,4.0,1.0,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S15422,1.5,37.5,100.0,High (>75%),8.0,3.0,3.0,1.0,Fail,High Achievers,Low Risk,0.009,Pass (1-2)
S15423,1.0,25.0,0.0,Low (<50%),9.0,3.0,3.0,1.0,Fail,Struggling Students,High Risk,1.0,Failing (0-1)
S15424,2.0,50.0,100.0,High (>75%),16.0,5.0,5.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S15425,1.0,25.0,100.0,High (>75%),12.0,4.0,4.0,1.0,Fail,High Achievers,High Risk,1.0,Failing (0-1)
S15426,3.5,87.5,0.0,Low (<50%),13.0,5.0,5.0,1.0,Distinction,Struggling Students,High Risk,1.0,Excellent (3-4)
S15427,2.5,62.5,0.0,Low (<50%),11.0,3.0,3.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S15428,2.5,62.5,100.0,High (>75%),12.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S15429,1.5,37.5,100.0,High (>75%),23.0,6.0,6.0,0.6666666666666666,Fail,Average Performers,Low Risk,0.0086,Pass (1-2)
S15430,3.25,81.25,50.0,Medium (50-75%),9.0,2.0,2.0,1.0,Distinction,High Achievers,Low Risk,0.0001,Excellent (3-4)
S15431,3.1666666666666665,79.17,50.0,Medium (50-75%),11.0,4.0,4.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S15432,3.0,75.0,50.0,Medium (50-75%),17.0,5.0,5.0,1.0,Distinction,Average Performers,Low Risk,0.0,Good (2-3)
S15433,3.0,75.0,0.0,Low (<50%),6.0,2.0,2.0,1.0,Distinction,Struggling Students,High Risk,1.0,Good (2-3)
S15434,2.5,62.5,33.33,Low (<50%),8.0,2.0,2.0,0.8333333333333334,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S15435,2.3333333333333335,58.33,100.0,High (>75%),17.0,5.0,5.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S15436,2.0,50.0,100.0,High (>75%),15.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S15437,0.0,0.0,50.0,Medium (50-75%),9.0,3.0,3.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S15438,1.5,37.5,100.0,High (>75%),9.0,3.0,3.0,1.0,Fail,High Achievers,Low Risk,0.0093,Pass (1-2)
S15439,3.0,75.0,100.0,High (>75%),5.0,1.0,1.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S15440,3.0,75.0,66.67,Medium (50-75%),9.0,3.0,3.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S15441,1.875,46.88,0.0,Low (<50%),19.0,5.0,5.0,0.875,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S15442,2.1666666666666665,54.17,50.0,Medium (50-75%),18.0,4.0,4.0,1.0,Pass,Average Performers,Low Risk,0.0001,Good (2-3)
S15443,2.5,62.5,100.0,High (>75%),21.0,5.0,5.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S15444,2.0,50.0,75.0,High (>75%),6.0,2.0,2.0,0.8333333333333334,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S15445,2.6666666666666665,66.67,60.0,Medium (50-75%),15.0,4.0,4.0,0.8333333333333334,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S15446,2.0,50.0,40.0,Low (<50%),29.0,5.0,5.0,1.0,Pass,Average Performers,High Risk,1.0,Pass (1-2)
S15447,1.0,25.0,75.0,High (>75%),17.0,5.0,5.0,0.6,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S15448,0.3333333333333333,8.33,100.0,High (>75%),10.0,3.0,3.0,0.3333333333333333,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S15449,1.3333333333333333,33.33,100.0,High (>75%),7.0,2.0,2.0,1.0,Fail,High Achievers,High Risk,1.0,Pass (1-2)
S15450,2.0,50.0,66.67,Medium (50-75%),7.0,2.0,2.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S15451,3.0,75.0,50.0,Medium (50-75%),7.0,2.0,2.0,1.0,Distinction,High Achievers,Low Risk,0.0001,Good (2-3)
S15452,2.0,50.0,40.0,Low (<50%),12.0,4.0,4.0,1.0,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S15453,2.1666666666666665,54.17,0.0,Low (<50%),42.0,11.0,11.0,0.8333333333333334,Pass,Average Performers,High Risk,1.0,Good (2-3)
S15454,2.0,50.0,100.0,High (>75%),50.0,12.0,12.0,0.6666666666666666,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S15455,1.8333333333333333,45.83,0.0,Low (<50%),21.0,5.0,5.0,0.8333333333333334,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S15456,0.3333333333333333,8.33,100.0,High (>75%),16.0,6.0,6.0,0.3333333333333333,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S15457,1.3333333333333333,33.33,75.0,High (>75%),16.0,5.0,5.0,0.3333333333333333,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S15458,1.5,37.5,66.67,Medium (50-75%),12.0,4.0,4.0,0.5,Fail,At-Risk Students,Low Risk,0.0041,Pass (1-2)
S15459,2.6666666666666665,66.67,66.67,,9.0,2.0,2.0,0.8333333333333334,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S15460,2.0,50.0,100.0,High (>75%),16.0,4.0,4.0,0.75,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S15461,2.0,50.0,100.0,High (>75%),11.0,3.0,3.0,0.8571428571428571,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S15462,2.4,60.0,20.0,Low (<50%),4.0,1.0,1.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S15463,1.3333333333333333,33.33,100.0,High (>75%),7.0,2.0,2.0,0.3333333333333333,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S15464,1.6,40.0,100.0,High (>75%),11.0,3.0,3.0,0.8,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S15465,3.0,75.0,66.67,Medium (50-75%),14.0,4.0,4.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S15466,0.0,0.0,50.0,Medium (50-75%),30.0,9.0,9.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S15467,2.5,62.5,50.0,Medium (50-75%),16.0,4.0,4.0,1.0,Pass,Struggling Students,Low Risk,0.0,Good (2-3)
S15468,3.3333333333333335,83.33,66.67,Medium (50-75%),23.0,7.0,7.0,1.0,Distinction,Average Performers,Low Risk,0.0,Excellent (3-4)
S15469,1.0,25.0,100.0,High (>75%),16.0,4.0,5.0,0.3333333333333333,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S15470,1.8,45.0,100.0,High (>75%),13.0,4.0,,0.8,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S15471,1.8571428571428572,46.43,50.0,Medium (50-75%),21.0,5.0,5.0,0.7142857142857143,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S15472,0.0,0.0,100.0,High (>75%),2.0,1.0,1.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S15473,3.0,75.0,66.67,Medium (50-75%),19.0,7.0,7.0,1.0,Distinction,Average Performers,Low Risk,0.0,Good (2-3)
S15474,2.5,62.5,50.0,Medium (50-75%),10.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0001,Good (2-3)
S15475,2.0,50.0,100.0,High (>75%),20.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S15476,0.6666666666666666,16.67,66.67,,18.0,5.0,5.0,0.3333333333333333,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S15477,2.5,62.5,75.0,High (>75%),20.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S15478,2.0,50.0,66.67,Medium (50-75%),10.0,3.0,3.0,0.75,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S15479,3.0,75.0,66.67,Medium (50-75%),23.0,6.0,6.0,1.0,Distinction,Average Performers,Low Risk,0.0,Good (2-3)
S15480,2.0,50.0,100.0,High (>75%),6.0,2.0,2.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S15481,2.0,50.0,25.0,Low (<50%),17.0,4.0,4.0,0.6666666666666666,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S15482,2.5,62.5,66.67,,16.0,5.0,5.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S15483,1.4,35.0,100.0,High (>75%),23.0,6.0,6.0,1.0,Fail,Average Performers,High Risk,0.9978,Pass (1-2)
S15484,1.0,25.0,50.0,Medium (50-75%),30.0,7.0,7.0,1.0,Fail,Average Performers,High Risk,1.0,Failing (0-1)
S15485,1.0,25.0,83.33,High (>75%),7.0,2.0,2.0,1.0,Fail,High Achievers,High Risk,1.0,Failing (0-1)
S15486,3.3333333333333335,83.33,50.0,Medium (50-75%),14.0,4.0,4.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S15487,2.0,50.0,100.0,High (>75%),30.0,7.0,7.0,1.0,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S15488,2.5,62.5,100.0,High (>75%),19.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S15489,1.0,25.0,80.0,High (>75%),12.0,3.0,3.0,0.6,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S15490,1.2857142857142858,32.14,40.0,Low (<50%),8.0,3.0,3.0,0.5714285714285714,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S15491,1.75,43.75,100.0,High (>75%),23.0,6.0,6.0,0.75,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S15492,3.0,75.0,100.0,High (>75%),5.0,2.0,2.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S15493,2.5,62.5,100.0,High (>75%),17.0,6.0,6.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S15494,1.75,43.75,66.67,,17.0,4.0,4.0,0.75,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S15495,1.6,40.0,57.14,Medium (50-75%),17.0,4.0,4.0,0.6,Pass,At-Risk Students,Low Risk,0.0001,Pass (1-2)
S15496,4.0,100.0,66.67,Medium (50-75%),7.0,3.0,3.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S15497,3.0,75.0,100.0,High (>75%),8.0,2.0,2.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S15498,2.6666666666666665,66.67,66.67,Medium (50-75%),14.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S15499,2.75,68.75,100.0,High (>75%),17.0,5.0,5.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S15500,2.0,50.0,60.0,Medium (50-75%),18.0,5.0,5.0,1.0,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S15501,2.5,62.5,66.67,Medium (50-75%),13.0,5.0,5.0,0.75,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S15502,1.6,40.0,50.0,Medium (50-75%),8.0,2.0,2.0,0.6,Pass,At-Risk Students,Low Risk,0.0006,Pass (1-2)
S15503,2.5,62.5,100.0,High (>75%),19.0,5.0,5.0,0.6666666666666666,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S15504,2.6,65.0,50.0,Medium (50-75%),21.0,5.0,5.0,0.8,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S15505,2.5,62.5,80.0,High (>75%),13.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S15506,2.2,55.0,50.0,Medium (50-75%),11.0,3.0,3.0,0.8,Pass,Struggling Students,Low Risk,0.0,Good (2-3)
S15507,1.0,25.0,66.67,,10.0,3.0,3.0,0.3333333333333333,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S15508,1.6666666666666667,41.67,75.0,High (>75%),26.0,8.0,8.0,1.0,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S15509,2.142857142857143,53.57,100.0,High (>75%),26.0,7.0,7.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S15510,2.8,70.0,60.0,Medium (50-75%),20.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S15511,3.0,75.0,50.0,Medium (50-75%),16.0,4.0,4.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S15512,1.4,35.0,0.0,Low (<50%),11.0,3.0,3.0,0.6,Fail,Struggling Students,High Risk,1.0,Pass (1-2)
S15513,3.0,75.0,100.0,High (>75%),2.0,1.0,1.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S15514,2.2,55.0,66.67,,15.0,5.0,5.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S15515,3.2,80.0,100.0,High (>75%),28.0,7.0,7.0,1.0,Distinction,Average Performers,Low Risk,0.0,Excellent (3-4)
S15516,2.0,50.0,50.0,Medium (50-75%),2.0,1.0,1.0,1.0,Pass,High Achievers,Low Risk,0.0001,Pass (1-2)
S15517,2.3333333333333335,58.33,100.0,High (>75%),19.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S15518,1.5,37.5,100.0,High (>75%),25.0,7.0,7.0,0.5,Fail,Average Performers,Low Risk,0.0038,Pass (1-2)
S15519,1.0,25.0,100.0,High (>75%),18.0,5.0,5.0,1.0,Fail,Average Performers,High Risk,1.0,Failing (0-1)
S15520,0.0,0.0,100.0,High (>75%),6.0,2.0,2.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S15521,2.0,50.0,66.67,,7.0,3.0,3.0,0.5,Pass,At-Risk Students,Low Risk,0.0,Pass (1-2)
S15522,1.6666666666666667,41.67,100.0,High (>75%),5.0,2.0,2.0,0.6666666666666666,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S15523,2.0,50.0,100.0,High (>75%),11.0,3.0,3.0,0.8571428571428571,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S15524,2.0,50.0,0.0,Low (<50%),18.0,4.0,4.0,1.0,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S15525,2.6666666666666665,66.67,66.67,Medium (50-75%),9.0,2.0,2.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S15526,2.0,50.0,60.0,Medium (50-75%),22.0,7.0,7.0,0.8571428571428571,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S15527,1.5,37.5,66.67,Medium (50-75%),16.0,5.0,5.0,0.5,Fail,At-Risk Students,Low Risk,0.0034,Pass (1-2)
S15528,1.0,25.0,50.0,Medium (50-75%),24.0,6.0,6.0,1.0,Fail,Average Performers,High Risk,1.0,Failing (0-1)
S15529,2.1666666666666665,54.17,25.0,Low (<50%),5.0,2.0,2.0,0.6666666666666666,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S15530,1.2,30.0,66.67,,16.0,5.0,5.0,0.8,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S15531,2.0,50.0,42.86,Low (<50%),21.0,6.0,6.0,1.0,Pass,Average Performers,High Risk,1.0,Pass (1-2)
S15532,2.0,50.0,100.0,High (>75%),14.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S15533,2.0,50.0,50.0,Medium (50-75%),3.0,1.0,1.0,1.0,Pass,High Achievers,Low Risk,0.0001,Pass (1-2)
S15534,2.8,70.0,100.0,High (>75%),13.0,4.0,,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S15535,3.0,75.0,100.0,High (>75%),31.0,9.0,9.0,1.0,Distinction,Average Performers,Low Risk,0.0,Good (2-3)
S15536,0.25,6.25,50.0,Medium (50-75%),18.0,6.0,6.0,0.25,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S15537,2.25,56.25,0.0,Low (<50%),15.0,6.0,6.0,0.75,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S15538,2.0,50.0,66.67,Medium (50-75%),21.0,5.0,5.0,1.0,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S15539,3.3333333333333335,83.33,0.0,Low (<50%),16.0,4.0,4.0,1.0,Distinction,Struggling Students,High Risk,1.0,Excellent (3-4)
S15540,2.6,65.0,66.67,Medium (50-75%),3.0,1.0,1.0,0.8,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S15541,3.25,81.25,85.71,High (>75%),14.0,4.0,4.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S15542,4.0,100.0,66.67,,10.0,2.0,2.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S15543,0.5,12.5,100.0,High (>75%),18.0,5.0,5.0,0.25,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S15544,2.0,50.0,75.0,High (>75%),24.0,8.0,8.0,1.0,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S15545,2.75,68.75,83.33,High (>75%),14.0,4.0,4.0,0.75,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S15546,3.0,75.0,100.0,High (>75%),17.0,4.0,4.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S15547,0.6666666666666666,16.67,60.0,Medium (50-75%),12.0,4.0,4.0,0.6666666666666666,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S15548,1.0,25.0,100.0,High (>75%),13.0,4.0,,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S15549,1.0,25.0,42.86,Low (<50%),18.0,6.0,6.0,1.0,Fail,Struggling Students,High Risk,1.0,Failing (0-1)
S15550,2.5,62.5,50.0,Medium (50-75%),5.0,2.0,2.0,0.8333333333333334,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S15551,1.0,25.0,50.0,Medium (50-75%),14.0,4.0,4.0,0.6666666666666666,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S15552,2.4285714285714284,60.71,100.0,High (>75%),15.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S15553,3.3333333333333335,83.33,50.0,Medium (50-75%),13.0,3.0,3.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S15554,0.5,12.5,0.0,Low (<50%),9.0,3.0,3.0,0.5,Fail,Struggling Students,High Risk,1.0,Failing (0-1)
S15555,1.5,37.5,100.0,High (>75%),14.0,4.0,4.0,0.5,Fail,At-Risk Students,Low Risk,0.0065,Pass (1-2)
S15556,2.75,68.75,100.0,High (>75%),17.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
