student_id,Attendance_Pct,Attendance_Level,Overall_GPA,Academic_Result,Dropout_Risk,Att_Bucket
S15376,100.0,High (>75%),1.4,Fail,High Risk,75-100%
S15377,75.0,High (>75%),1.2,Fail,High Risk,50-75%
S15378,50.0,Medium (50-75%),1.8571428571428572,Pass,Low Risk,25-50%
S15379,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S15380,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S15381,100.0,High (>75%),1.6666666666666667,Pass,Low Risk,75-100%
S15382,33.33,Low (<50%),1.4,Fail,High Risk,25-50%
S15383,50.0,Medium (50-75%),1.5,Fail,Low Risk,25-50%
S15384,100.0,High (>75%),2.1666666666666665,Pass,Low Risk,75-100%
S15385,28.57,Low (<50%),1.75,Pass,High Risk,25-50%
S15386,100.0,High (>75%),0.75,Fail,High Risk,75-100%
S15387,60.0,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S15388,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S15389,85.71,High (>75%),2.3333333333333335,Pass,Low Risk,75-100%
S15390,66.67,Medium (50-75%),1.25,Fail,High Risk,50-75%
S15391,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S15392,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15393,0.0,Low (<50%),2.5,Pass,High Risk,
S15394,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S15395,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S15396,66.67,Medium (50-75%),0.3333333333333333,Fail,High Risk,50-75%
S15397,60.0,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S15398,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S15399,100.0,High (>75%),4.0,Distinction,Low Risk,75-100%
S15400,0.0,Low (<50%),1.75,Pass,High Risk,
S15401,50.0,Medium (50-75%),0.75,Fail,High Risk,25-50%
S15402,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S15404,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15405,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S15406,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S15408,40.0,Low (<50%),3.0,Distinction,High Risk,25-50%
S15409,0.0,Low (<50%),1.6,Pass,High Risk,
S15410,20.0,Low (<50%),1.0,Fail,High Risk,0-25%
S15411,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15412,100.0,High (>75%),2.3333333333333335,Pass,Low Risk,75-100%
S15413,100.0,High (>75%),2.6666666666666665,Pass,Low Risk,75-100%
S15414,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S15416,50.0,Medium (50-75%),2.25,Pass,Low Risk,25-50%
S15417,33.33,Low (<50%),0.0,Fail,High Risk,25-50%
S15418,50.0,Medium (50-75%),1.25,Fail,High Risk,25-50%
S15419,0.0,Low (<50%),2.5,Pass,High Risk,
S15420,33.33,Low (<50%),1.5,Fail,High Risk,25-50%
S15421,0.0,Low (<50%),2.0,Pass,High Risk,
S15422,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S15423,0.0,Low (<50%),1.0,Fail,High Risk,
S15424,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15425,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S15426,0.0,Low (<50%),3.5,Distinction,High Risk,
S15427,0.0,Low (<50%),2.5,Pass,High Risk,
S15428,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S15429,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S15430,50.0,Medium (50-75%),3.25,Distinction,Low Risk,25-50%
S15431,50.0,Medium (50-75%),3.1666666666666665,Distinction,Low Risk,25-50%
S15432,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
S15433,0.0,Low (<50%),3.0,Distinction,High Risk,
S15434,33.33,Low (<50%),2.5,Pass,High Risk,25-50%
S15435,100.0,High (>75%),2.3333333333333335,Pass,Low Risk,75-100%
S15436,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15437,50.0,Medium (50-75%),0.0,Fail,High Risk,25-50%
S15438,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S15439,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S15440,66.67,Medium (50-75%),3.0,Distinction,Low Risk,50-75%
S15441,0.0,Low (<50%),1.875,Pass,High Risk,
S15442,50.0,Medium (50-75%),2.1666666666666665,Pass,Low Risk,25-50%
S15443,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S15444,75.0,High (>75%),2.0,Pass,Low Risk,50-75%
S15445,60.0,Medium (50-75%),2.6666666666666665,Pass,Low Risk,50-75%
S15446,40.0,Low (<50%),2.0,Pass,High Risk,25-50%
S15447,75.0,High (>75%),1.0,Fail,High Risk,50-75%
S15448,100.0,High (>75%),0.3333333333333333,Fail,High Risk,75-100%
S15449,100.0,High (>75%),1.3333333333333333,Fail,High Risk,75-100%
S15450,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S15451,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
S15452,40.0,Low (<50%),2.0,Pass,High Risk,25-50%
S15453,0.0,Low (<50%),2.1666666666666665,Pass,High Risk,
S15454,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15455,0.0,Low (<50%),1.8333333333333333,Pass,High Risk,
S15456,100.0,High (>75%),0.3333333333333333,Fail,High Risk,75-100%
S15457,75.0,High (>75%),1.3333333333333333,Fail,High Risk,50-75%
S15458,66.67,Medium (50-75%),1.5,Fail,Low Risk,50-75%
S15460,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15461,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15462,20.0,Low (<50%),2.4,Pass,High Risk,0-25%
S15463,100.0,High (>75%),1.3333333333333333,Fail,High Risk,75-100%
S15464,100.0,High (>75%),1.6,Pass,Low Risk,75-100%
S15465,66.67,Medium (50-75%),3.0,Distinction,Low Risk,50-75%
S15466,50.0,Medium (50-75%),0.0,Fail,High Risk,25-50%
S15467,50.0,Medium (50-75%),2.5,Pass,Low Risk,25-50%
S15468,66.67,Medium (50-75%),3.3333333333333335,Distinction,Low Risk,50-75%
S15469,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S15470,100.0,High (>75%),1.8,Pass,Low Risk,75-100%
S15471,50.0,Medium (50-75%),1.8571428571428572,Pass,Low Risk,25-50%
S15472,100.0,High (>75%),0.0,Fail,High Risk,75-100%
S15473,66.67,Medium (50-75%),3.0,Distinction,Low Risk,50-75%
S15474,50.0,Medium (50-75%),2.5,Pass,Low Risk,25-50%
S15475,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15477,75.0,High (>75%),2.5,Pass,Low Risk,50-75%
S15478,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S15479,66.67,Medium (50-75%),3.0,Distinction,Low Risk,50-75%
S15480,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15481,25.0,Low (<50%),2.0,Pass,High Risk,0-25%
S15483,100.0,High (>75%),1.4,Fail,High Risk,75-100%
S15484,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S15485,83.33,High (>75%),1.0,Fail,High Risk,75-100%
S15486,50.0,Medium (50-75%),3.3333333333333335,Distinction,Low Risk,25-50%
S15487,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15488,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S15489,80.0,High (>75%),1.0,Fail,High Risk,75-100%
S15490,40.0,Low (<50%),1.2857142857142858,Fail,High Risk,25-50%
S15491,100.0,High (>75%),1.75,Pass,Low Risk,75-100%
S15492,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S15493,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S15495,57.14,Medium (50-75%),1.6,Pass,Low Risk,50-75%
S15496,66.67,Medium (50-75%),4.0,Distinction,Low Risk,50-75%
S15497,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S15498,66.67,Medium (50-75%),2.6666666666666665,Pass,Low Risk,50-75%
S15499,100.0,High (>75%),2.75,Pass,Low Risk,75-100%
S15500,60.0,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S15501,66.67,Medium (50-75%),2.5,Pass,Low Risk,50-75%
S15502,50.0,Medium (50-75%),1.6,Pass,Low Risk,25-50%
S15503,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S15504,50.0,Medium (50-75%),2.6,Pass,Low Risk,25-50%
S15505,80.0,High (>75%),2.5,Pass,Low Risk,75-100%
S15506,50.0,Medium (50-75%),2.2,Pass,Low Risk,25-50%
S15508,75.0,High (>75%),1.6666666666666667,Pass,Low Risk,50-75%
S15509,100.0,High (>75%),2.142857142857143,Pass,Low Risk,75-100%
S15510,60.0,Medium (50-75%),2.8,Pass,Low Risk,50-75%
S15511,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
S15512,0.0,Low (<50%),1.4,Fail,High Risk,
S15513,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S15515,100.0,High (>75%),3.2,Distinction,Low Risk,75-100%
S15516,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S15517,100.0,High (>75%),2.3333333333333335,Pass,Low Risk,75-100%
S15518,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S15519,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S15520,100.0,High (>75%),0.0,Fail,High Risk,75-100%
S15522,100.0,High (>75%),1.6666666666666667,Pass,Low Risk,75-100%
S15523,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15524,0.0,Low (<50%),2.0,Pass,High Risk,
S15525,66.67,Medium (50-75%),2.6666666666666665,Pass,Low Risk,50-75%
S15526,60.0,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S15527,66.67,Medium (50-75%),1.5,Fail,Low Risk,50-75%
S15528,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S15529,25.0,Low (<50%),2.1666666666666665,Pass,High Risk,0-25%
S15531,42.86,Low (<50%),2.0,Pass,High Risk,25-50%
S15532,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15533,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S15534,100.0,High (>75%),2.8,Pass,Low Risk,75-100%
S15535,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S15536,50.0,Medium (50-75%),0.25,Fail,High Risk,25-50%
S15537,0.0,Low (<50%),2.25,Pass,High Risk,
S15538,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S15539,0.0,Low (<50%),3.3333333333333335,Distinction,High Risk,
S15540,66.67,Medium (50-75%),2.6,Pass,Low Risk,50-75%
S15541,85.71,High (>75%),3.25,Distinction,Low Risk,75-100%
S15543,100.0,High (>75%),0.5,Fail,High Risk,75-100%
S15544,75.0,High (>75%),2.0,Pass,Low Risk,50-75%
S15545,83.33,High (>75%),2.75,Pass,Low Risk,75-100%
S15546,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S15547,60.0,Medium (50-75%),0.6666666666666666,Fail,High Risk,50-75%
S15548,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S15549,42.86,Low (<50%),1.0,Fail,High Risk,25-50%
S15550,50.0,Medium (50-75%),2.5,Pass,Low Risk,25-50%
S15551,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S15552,100.0,High (>75%),2.4285714285714284,Pass,Low Risk,75-100%
S15553,50.0,Medium (50-75%),3.3333333333333335,Distinction,Low Risk,25-50%
S15554,0.0,Low (<50%),0.5,Fail,High Risk,
S15555,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S15556,100.0,High (>75%),2.75,Pass,Low Risk,75-100%
S15557,60.0,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S15558,50.0,Medium (50-75%),1.75,Pass,Low Risk,25-50%
S15559,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S15560,66.67,Medium (50-75%),2.5,Pass,Low Risk,50-75%
S15561,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S15562,100.0,High (>75%),0.0,Fail,High Risk,75-100%
S15563,75.0,High (>75%),1.0,Fail,High Risk,50-75%
S15564,40.0,Low (<50%),2.0,Pass,High Risk,25-50%
S15565,100.0,High (>75%),1.75,Pass,Low Risk,75-100%
S15566,100.0,High (>75%),2.2,Pass,Low Risk,75-100%
S15567,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S15568,75.0,High (>75%),4.0,Distinction,Low Risk,50-75%
S15569,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S15570,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
S15571,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S15572,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S15573,66.67,Medium (50-75%),2.2222222222222223,Pass,Low Risk,50-75%
S15574,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15575,100.0,High (>75%),2.3333333333333335,Pass,Low Risk,75-100%
S15576,0.0,Low (<50%),2.25,Pass,High Risk,
S15577,100.0,High (>75%),2.3333333333333335,Pass,Low Risk,75-100%
S15578,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S15579,60.0,Medium (50-75%),1.8,Pass,Low Risk,50-75%
S15580,75.0,High (>75%),2.75,Pass,Low Risk,50-75%
S15581,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S15582,100.0,High (>75%),3.3333333333333335,Distinction,Low Risk,75-100%
S15583,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15584,0.0,Low (<50%),1.75,Pass,High Risk,
S15586,100.0,High (>75%),3.5,Distinction,Low Risk,75-100%
S15587,66.67,Medium (50-75%),1.6666666666666667,Pass,Low Risk,50-75%
S15588,60.0,Medium (50-75%),0.5,Fail,High Risk,50-75%
S15590,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S15591,0.0,Low (<50%),2.0,Pass,High Risk,
S15592,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S15593,0.0,Low (<50%),3.5,Distinction,High Risk,
S15594,100.0,High (>75%),1.4,Fail,High Risk,75-100%
S15595,75.0,High (>75%),3.0,Distinction,Low Risk,50-75%
S15596,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15597,0.0,Low (<50%),2.6,Pass,High Risk,
S15598,60.0,Medium (50-75%),2.75,Pass,Low Risk,50-75%
S15599,100.0,High (>75%),3.5,Distinction,Low Risk,75-100%
S15600,33.33,Low (<50%),3.2,Distinction,High Risk,25-50%
S15601,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15602,66.67,Medium (50-75%),2.5714285714285716,Pass,Low Risk,50-75%
S15603,50.0,Medium (50-75%),2.75,Pass,Low Risk,25-50%
S15604,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S15605,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S15606,75.0,High (>75%),2.5,Pass,Low Risk,50-75%
S15607,83.33,High (>75%),2.0,Pass,Low Risk,75-100%
S15608,66.67,Medium (50-75%),2.8,Pass,Low Risk,50-75%
S15609,33.33,Low (<50%),4.0,Distinction,High Risk,25-50%
S15610,100.0,High (>75%),1.3333333333333333,Fail,High Risk,75-100%
S15611,66.67,Medium (50-75%),0.6666666666666666,Fail,High Risk,50-75%
S15612,75.0,High (>75%),2.5,Pass,Low Risk,50-75%
S15613,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S15614,66.67,Medium (50-75%),2.3333333333333335,Pass,Low Risk,50-75%
S15615,0.0,Low (<50%),2.25,Pass,High Risk,
S15616,100.0,High (>75%),2.25,Pass,Low Risk,75-100%
S15617,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S15618,42.86,Low (<50%),0.0,Fail,High Risk,25-50%
S15619,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15620,62.5,Medium (50-75%),4.0,Distinction,Low Risk,50-75%
S15621,80.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15622,100.0,High (>75%),1.4,Fail,High Risk,75-100%
S15623,71.43,Medium (50-75%),1.75,Pass,Low Risk,50-75%
S15625,100.0,High (>75%),2.75,Pass,Low Risk,75-100%
S15626,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15627,100.0,High (>75%),1.75,Pass,Low Risk,75-100%
S15628,83.33,High (>75%),1.0,Fail,High Risk,75-100%
S15629,25.0,Low (<50%),1.5,Fail,High Risk,0-25%
S15630,100.0,High (>75%),1.3333333333333333,Fail,High Risk,75-100%
S15631,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15632,100.0,High (>75%),2.2,Pass,Low Risk,75-100%
S15633,50.0,Medium (50-75%),1.6666666666666667,Pass,Low Risk,25-50%
S15634,100.0,High (>75%),4.0,Distinction,Low Risk,75-100%
S15635,100.0,High (>75%),4.0,Distinction,Low Risk,75-100%
S15636,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S15637,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S15638,75.0,High (>75%),2.3333333333333335,Pass,Low Risk,50-75%
S15639,0.0,Low (<50%),1.0,Fail,High Risk,
S15641,0.0,Low (<50%),0.5,Fail,High Risk,
S15642,42.86,Low (<50%),2.3333333333333335,Pass,High Risk,25-50%
S15643,0.0,Low (<50%),2.3333333333333335,Pass,High Risk,
S15644,100.0,High (>75%),2.6666666666666665,Pass,Low Risk,75-100%
S15645,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S15646,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S15647,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S15648,100.0,High (>75%),2.142857142857143,Pass,Low Risk,75-100%
S15649,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15650,80.0,High (>75%),1.5714285714285714,Fail,Low Risk,75-100%
S15651,75.0,High (>75%),2.25,Pass,Low Risk,50-75%
S15652,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S15653,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S15654,100.0,High (>75%),3.5,Distinction,Low Risk,75-100%
S15655,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S15656,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S15657,100.0,High (>75%),0.0,Fail,High Risk,75-100%
S15658,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S15659,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
S15660,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15661,80.0,High (>75%),1.25,Fail,High Risk,75-100%
S15662,100.0,High (>75%),0.3333333333333333,Fail,High Risk,75-100%
S15663,80.0,High (>75%),2.5,Pass,Low Risk,75-100%
S15664,75.0,High (>75%),1.5555555555555556,Fail,Low Risk,50-75%
S15665,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S15666,66.67,Medium (50-75%),1.0,Fail,High Risk,50-75%
S15667,40.0,Low (<50%),2.0,Pass,High Risk,25-50%
S15668,50.0,Medium (50-75%),4.0,Distinction,Low Risk,25-50%
S15669,0.0,Low (<50%),2.8,Pass,High Risk,
S15670,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S15671,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15672,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S15673,50.0,Medium (50-75%),2.142857142857143,Pass,Low Risk,25-50%
S15674,50.0,Medium (50-75%),2.5714285714285716,Pass,Low Risk,25-50%
S15675,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15676,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S15677,50.0,Medium (50-75%),2.4,Pass,Low Risk,25-50%
S15678,100.0,High (>75%),2.3333333333333335,Pass,Low Risk,75-100%
S15679,40.0,Low (<50%),1.0,Fail,High Risk,25-50%
S15680,80.0,High (>75%),1.0,Fail,High Risk,75-100%
S15681,50.0,Medium (50-75%),0.0,Fail,High Risk,25-50%
S15682,100.0,High (>75%),1.3333333333333333,Fail,High Risk,75-100%
S15683,75.0,High (>75%),2.4,Pass,Low Risk,50-75%
S15684,66.67,Medium (50-75%),1.6666666666666667,Pass,Low Risk,50-75%
S15685,100.0,High (>75%),1.6,Pass,Low Risk,75-100%
S15686,0.0,Low (<50%),2.0,Pass,High Risk,
S15687,0.0,Low (<50%),1.5,Fail,High Risk,
S15688,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S15689,25.0,Low (<50%),1.6666666666666667,Pass,High Risk,0-25%
S15690,0.0,Low (<50%),2.3333333333333335,Pass,High Risk,
S15691,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S15692,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S15693,100.0,High (>75%),2.6,Pass,Low Risk,75-100%
S15694,75.0,High (>75%),4.0,Distinction,Low Risk,50-75%
S15695,0.0,Low (<50%),2.0,Pass,High Risk,
S15697,100.0,High (>75%),1.6666666666666667,Pass,Low Risk,75-100%
S15698,71.43,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S15699,100.0,High (>75%),1.7142857142857142,Pass,Low Risk,75-100%
S15700,50.0,Medium (50-75%),2.1666666666666665,Pass,Low Risk,25-50%
S15701,50.0,Medium (50-75%),1.75,Pass,Low Risk,25-50%
S15702,0.0,Low (<50%),2.6666666666666665,Pass,High Risk,
S15703,100.0,High (>75%),3.25,Distinction,Low Risk,75-100%
S15704,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S15705,100.0,High (>75%),1.25,Fail,High Risk,75-100%
S15706,60.0,Medium (50-75%),1.0,Fail,High Risk,50-75%
S15707,60.0,Medium (50-75%),2.3333333333333335,Pass,Low Risk,50-75%
S15708,75.0,High (>75%),1.6666666666666667,Pass,Low Risk,50-75%
S15709,33.33,Low (<50%),3.0,Distinction,High Risk,25-50%
S15711,60.0,Medium (50-75%),2.25,Pass,Low Risk,50-75%
S15712,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S15713,66.67,Medium (50-75%),1.5,Fail,Low Risk,50-75%
S15714,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
S15715,50.0,Medium (50-75%),4.0,Distinction,Low Risk,25-50%
S15716,20.0,Low (<50%),3.0,Distinction,High Risk,0-25%
S15717,0.0,Low (<50%),2.0,Pass,High Risk,
S15718,60.0,Medium (50-75%),1.0,Fail,High Risk,50-75%
S15719,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15721,50.0,Medium (50-75%),1.5,Fail,Low Risk,25-50%
S15722,16.67,Low (<50%),2.0,Pass,High Risk,0-25%
S15723,75.0,High (>75%),2.0,Pass,Low Risk,50-75%
S15724,100.0,High (>75%),2.3333333333333335,Pass,Low Risk,75-100%
S15725,80.0,High (>75%),1.8,Pass,Low Risk,75-100%
S15726,0.0,Low (<50%),1.6666666666666667,Pass,High Risk,
S15727,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S15728,60.0,Medium (50-75%),2.3333333333333335,Pass,Low Risk,50-75%
S15729,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S15730,100.0,High (>75%),1.6666666666666667,Pass,Low Risk,75-100%
S15731,33.33,Low (<50%),0.6,Fail,High Risk,25-50%
S15732,100.0,High (>75%),2.6666666666666665,Pass,Low Risk,75-100%
S15733,0.0,Low (<50%),4.0,Distinction,High Risk,
S15734,75.0,High (>75%),2.6,Pass,Low Risk,50-75%
S15735,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15737,75.0,High (>75%),2.0,Pass,Low Risk,50-75%
S15739,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S15740,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S15741,50.0,Medium (50-75%),1.25,Fail,High Risk,25-50%
S15742,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15743,60.0,Medium (50-75%),4.0,Distinction,Low Risk,50-75%
S15744,0.0,Low (<50%),1.8,Pass,High Risk,
S15745,75.0,High (>75%),1.0,Fail,High Risk,50-75%
S15746,100.0,High (>75%),1.6666666666666667,Pass,Low Risk,75-100%
S15747,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15748,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S15749,25.0,Low (<50%),2.0,Pass,High Risk,0-25%
S15750,66.67,Medium (50-75%),2.1666666666666665,Pass,Low Risk,50-75%
S15751,80.0,High (>75%),1.75,Pass,Low Risk,75-100%
S15752,50.0,Medium (50-75%),2.5,Pass,Low Risk,25-50%
S15753,25.0,Low (<50%),1.8571428571428572,Pass,High Risk,0-25%
S15754,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S15755,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15756,100.0,High (>75%),4.0,Distinction,Low Risk,75-100%
S15757,75.0,High (>75%),1.75,Pass,Low Risk,50-75%
S15758,33.33,Low (<50%),4.0,Distinction,High Risk,25-50%
S15759,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S15760,75.0,High (>75%),1.75,Pass,Low Risk,50-75%
S15761,75.0,High (>75%),2.0,Pass,Low Risk,50-75%
S15762,100.0,High (>75%),2.3333333333333335,Pass,Low Risk,75-100%
S15764,80.0,High (>75%),2.6666666666666665,Pass,Low Risk,75-100%
S15765,100.0,High (>75%),1.4,Fail,High Risk,75-100%
S15766,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15768,66.67,Medium (50-75%),2.3333333333333335,Pass,Low Risk,50-75%
S15769,66.67,Medium (50-75%),1.4,Fail,High Risk,50-75%
S15770,50.0,Medium (50-75%),3.6666666666666665,Distinction,Low Risk,25-50%
S15771,33.33,Low (<50%),0.0,Fail,High Risk,25-50%
S15772,50.0,Medium (50-75%),1.6,Pass,Low Risk,25-50%
S15773,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S15774,80.0,High (>75%),2.6,Pass,Low Risk,75-100%
S15775,50.0,Medium (50-75%),0.6666666666666666,Fail,High Risk,25-50%
S15776,33.33,Low (<50%),1.3333333333333333,Fail,High Risk,25-50%
S15777,100.0,High (>75%),4.0,Distinction,Low Risk,75-100%
S15778,100.0,High (>75%),4.0,Distinction,Low Risk,75-100%
S15779,16.67,Low (<50%),2.0,Pass,High Risk,0-25%
S15780,0.0,Low (<50%),2.5,Pass,High Risk,
S15782,33.33,Low (<50%),2.0,Pass,High Risk,25-50%
S15783,75.0,High (>75%),1.5,Fail,Low Risk,50-75%
S15784,50.0,Medium (50-75%),1.6666666666666667,Pass,Low Risk,25-50%
S15785,75.0,High (>75%),3.0,Distinction,Low Risk,50-75%
S15786,66.67,Medium (50-75%),2.8,Pass,Low Risk,50-75%
S15787,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S15788,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S15789,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S15790,80.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15791,100.0,High (>75%),2.2,Pass,Low Risk,75-100%
S15792,80.0,High (>75%),1.8,Pass,Low Risk,75-100%
S15793,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S15794,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S15795,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S15796,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S15797,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S15798,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
S15799,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S15800,60.0,Medium (50-75%),2.142857142857143,Pass,Low Risk,50-75%
S15801,66.67,Medium (50-75%),3.0,Distinction,Low Risk,50-75%
S15802,87.5,High (>75%),1.5,Fail,Low Risk,75-100%
